EAN/Barcode,Product Name,Category,Price,Offer Type,Product URL,Image URL
5010394001502,7x Small Dentastix Fresh Pedigree Dog Dental Chews,Dog/Dog Treats & Dog Bones/Dental Care,2.19,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/pedigree/1379205?activeVariant=1379205.4958439,https://media.zooplus.com/bilder/4/800/5_new_project_4__4.jpg
5010394004886,35x Small Dentastix Fresh Pedigree Dog Dental Chews,Dog/Dog Treats & Dog Bones/Dental Care,9.19,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/pedigree/1379205?activeVariant=1379205.4100160,https://media.zooplus.com/bilder/4/800/6_new_project_4__4.jpg
5010394004886,70x Small Dentastix Fresh Pedigree Dog Dental Chews,Dog/Dog Treats & Dog Bones/Dental Care,17.69,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/pedigree/1379205?activeVariant=1379205.4100244,https://media.zooplus.com/bilder/4/800/6_new_project_4__4.jpg
5010394004886,140x Small Dentastix Fresh Pedigree Dog Dental Chews,Dog/Dog Treats & Dog Bones/Dental Care,34.69,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/pedigree/1379205?activeVariant=1379205.4100161,https://media.zooplus.com/bilder/4/800/6_new_project_4__4.jpg
5010394004688,4x Large Dentastix Daily Pedigree Dog Dental Chews,Dog/Dog Treats & Dog Bones/Dental Care,1.89,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/pedigree/13314?activeVariant=13314.3460788,https://media.zooplus.com/bilder/1/800/1_new_project_11__1.jpg
5010394004817,21x Large Dentastix Daily Pedigree Dog Dental Chews,Dog/Dog Treats & Dog Bones/Dental Care,7.59,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/pedigree/13314?activeVariant=13314.3460898,https://media.zooplus.com/bilder/9/800/5998749109113_spi_uk_pedigree_dentastix_daily_oral_care_large_dogs_25kg_7_sticks__9.jpg
5010394005005,42x Large Dentastix Pedigree Daily Oral Care Dog Dental Chews,Dog/Dog Treats & Dog Bones/Dental Care,11.49,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/pedigree/13314?activeVariant=13314.3461159,https://media.zooplus.com/bilder/9/800/5998749109113_spi_uk_pedigree_dentastix_daily_oral_care_large_dogs_25kg_7_sticks__9.jpg
5010394005005,84x Large Dentastix Pedigree Daily Oral Care Dog Dental Chews,Dog/Dog Treats & Dog Bones/Dental Care,21.39,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/pedigree/13314?activeVariant=13314.3461220,https://media.zooplus.com/bilder/9/800/5998749109113_spi_uk_pedigree_dentastix_daily_oral_care_large_dogs_25kg_7_sticks__9.jpg
4260101766526,Size L Chewies Root Chews,Dog/Dog Treats & Dog Bones/Dental Care,17.99,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/other_dental_care_snacks/504513?activeVariant=504513.1689433,https://media.zooplus.com/bilder/2/800/498909_pets_nature_kauwurzel_chewies_variante_2.jpg
4260101766526,2xSize L Chewies Root Chews,Dog/Dog Treats & Dog Bones/Dental Care,34.49,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/other_dental_care_snacks/504513?activeVariant=504513.1689435,https://media.zooplus.com/bilder/2/800/498909_pets_nature_kauwurzel_chewies_variante_2.jpg
4260379443037,150g Coffeewood Chew For Dogs <10kg,Dog/Dog Treats & Dog Bones/Dental Care,8.29,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/other_dental_care_snacks/617354?activeVariant=617354.3410154,https://media.zooplus.com/bilder/9/800/176006_pla_petsnature_chewies_kaffeeholz_kaustab_150g_hs_01_9.jpg
8714265002168,180g Vegan Organic Plant-based Yarrah Dental Sticks for Dogs,Dog/Dog Treats & Dog Bones/Dental Care,5.29,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/other_dental_care_snacks/2054527?activeVariant=2054527.5412208,https://media.zooplus.com/bilder/1/800/488133_yarrah_vegan_dental_dog_sticks_packshot_1.jpg
4260379443044,200g Coffeewood Chew For Dogs <20kg,Dog/Dog Treats & Dog Bones/Dental Care,10.99,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/other_dental_care_snacks/617354?activeVariant=617354.2147588,https://media.zooplus.com/bilder/4/800/73572_pla_chewies_kaffeeholzkaustab_m2_4.jpg
4260379443051,300g Coffeewood Chew For Dogs <30kg,Dog/Dog Treats & Dog Bones/Dental Care,13.39,,https://www.zooplus.co.uk/shop/dogs/dog_treats_chews/dental_care/other_dental_care_snacks/617354?activeVariant=617354.2147589,https://media.zooplus.com/bilder/3/800/73668_pla_chewies_kaffeeholzkaustab_l2_3.jpg
