Product Name,Category,Price,Offer Type,Product URL,Image URL
ROYAL CANIN® Veterinary Health Nutrition Gastrointestinal Hairball Dry Cat Food 4kg Bag,Hairball Remedies/Condition Specific Cat Food/Dry Cat Food/Subscriptions/Royal Canin Dog & Cat Food/Digestion/Pet Food for Dogs Cats Puppies & Kittens/All Products/Royal Canin Veterinary Diet,39.98,Save £22.68,https://www.petdrugsonline.co.uk/royal-canin-vcn-cat-skin-hairball-4kg?___store=default,https://www.petdrugsonline.co.uk/media/catalog/product/5/a/5aa5882ffdd72c1ddb1ddf9fdf28e453e1f6a082d6ba244d6c0eaba9f34c146f.jpeg
ROYAL CANIN® Veterinary Health Nutrition Gastrointestinal Hairball Dry Cat Food 2kg Bag,Hairball Remedies/Condition Specific Cat Food/Dry Cat Food/Subscriptions/Royal Canin Dog & Cat Food/Digestion/Pet Food for Dogs Cats Puppies & Kittens/All Products/Royal Canin Veterinary Diet,25.99,Save £8.2,https://www.petdrugsonline.co.uk/royal-canin-cat-food-gastrointestinal-hairball-veterinary-health-nutrition-2kg?___store=default,https://www.petdrugsonline.co.uk/media/catalog/product/5/a/5aa5882ffdd72c1ddb1ddf9fdf28e453e1f6a082d6ba244d6c0eaba9f34c146f.jpeg
