Product Name,Product ID,Product Link,mfr,gtin,Image,Brand,Category,Description,Specifications
Bostitch 15 Ga. Roofing Nailer Kit,2102564,https://www.acehardware.com/departments/tools/air-compressors-and-tools/nailers/2102564,RN46-1,077914037811,//cdn-tp3.mozu.com/24645-37138/cms/37138/files/c72c035a-bd92-42f9-831b-fb938768dc98?_mzcb=_1734044409153,Bostitch,Roofing Nailer,"This coil roofing nailer has a durable aluminum housing and a one door loading system for fast reloading. It has a dry fire lock out to prevent dry firing and to alert the user to reload the magazine. Depend on this coil roofing nailer for durability and comfort.
Lightweight aluminum housing for job site durability
Zero nail lockout feature eliminates dry firing and indicates when to reload the magazine
Nosepiece features carbide inserts for long-life performance
Aggressive wear guards and skid pads protect the tool from damage on abrasive surfaces
Quick-set adjustable depth guide sets nails to desire depths quickly and conveniently
Patented single-action side load canister for fast, one-step nail loading
Adjustable shingle guide for quick shingle spacing
Overmolded grip for comfortable use","What's Included:  
Store Availability Rank: 03
Unit Velocity Code: D
Product Group Description: HD NAILERS
Sub-category: Nailers & Staplers
Product Type Noun: Nailer
Proposition 65 Flag: Y
Replacement Part SKUs: 2614618;4811345
Sales Rank: 010
Accessory SKUs:  
Feature 10 Text: 
Feature 1 Text: Lightweight aluminum housing for job site durability
Feature 2 Text: Zero nail lockout feature eliminates dry firing and indicates when to reload the magazine
Feature 3 Text: Nosepiece features carbide inserts for long-life performance
Feature 4 Text: Aggressive wear guards and skid pads protect the tool from damage on abrasive surfaces
Feature 5 Text: Quick-set adjustable depth guide sets nails to desire depths quickly and conveniently
Feature 6 Text: Patented single-action side load canister for fast, one-step nail loading
Feature 7 Text: Adjustable shingle guide for quick shingle spacing
Feature 8 Text: Overmolded grip for comfortable use
Feature 9 Text: 
Category: Air Compressors and Tools
Merchandise Class Description: HD NAILERS/STAPLERS/COLLA
Sales Rank A: 10
Sales Rank B: 22
Online Sales 1Y: 3635
Online Sales 30D: 269
Online Sales 90D: 538
Store Availability Rank A: 3
Store Availability Rank B: 3
POS Sales Rank A: 4
POS Sales Rank B: 5
Vendor Name: STANLEY BOSTITCH              
Vendor Number: 75778
Warranty Code: N
Web Order Multiple: 1
Paint Code: N
PLA Shipping Charge: 16
Product Source Code: A
Product Type: Roofing Nailer
Product Type Code: 016010101012
Shipping Code: Y
Retail Velocity Code: B
Old Default Base SKU:  
Default Base SKU:  
Delivery Offered: Y
Department Number: 2
DIFM Service Code: N
Display Only Item: N
Dollar Velocity Code: A
Instore Promo Barcode: 
Instore Promo Dates: 
ISPU Only Item Flag: N
Item Restriction Flag: N
Assembly Code: N
Brand Name: Bostitch
Country Of Origin: TW
DS Store Return Instructions:  
DS Customer Return Instructions:  
DS Return Additional Info:  
DS Restocking Fee Percent: 0
DS Returnable Days:  
DS Returnable Flag:  
DS Return Auth Required:  
DS Return Shipping Terms:  
DS Free Returns Flag:  
DS Not Returnable Reason:  
PLA AK Shipping Charge: 53
PLA HI Shipping Charge: 53
Instore Promo Barcode 2: 
Instore Promo Dates 2: 
Product Warranty URL:  
Family Product Grouping Score: 0
Subscription Default Frequency:  
Subscription Type:  
Family More Options Flag:  
Family Product Grouping:  
Parent Family Code:  
Search Field: Bostitch 15 Ga. Roofing Nailer Kit Air Compressors and Tools Nailers & Staplers HD NAILERS/STAPLERS/COLLA HD NAILERS STANLEY BOSTITCH Bostitch
Proposition 65 Warning: WARNING: Cancer and Reproductive Harm - www.P65Warnings.ca.gov
Local SKU Available Stores: ALL
Local SKU Store SKUs: 2102564
Brand Name: Bostitch
Collation Type: Wire Coil
Fastener Type: Coil
Gauge: 15 Gauge
Loading Type: Coil
Maximum Fastener Size: 1 3/4 inch
Weight: 4.9 pound
Magazine Capacity: 120
Kit: Yes
Compatible Fasteners: Full Head
Maximum Recommended Operating Pressure: 120 pound per square inch
Minimum Recommended Operating Pressure: 80 pound per square inch"
Craftsman 50 ft. L X 3/8 in. D Rubber Air Hose 300 psi Black,1409267,https://www.acehardware.com/departments/tools/air-compressors-and-tools/air-hoses/1409267,CMXZTSG1082NB,879686006633,//cdn-tp3.mozu.com/24645-37138/cms/37138/files/4fa5276d-d996-489f-90b9-36bed718654a?_mzcb=_1734044409153,Craftsman,Air Hose,"The CRAFTSMAN 3/8-in x 50-ft Rubber Air Hose is built to handle the toughest work environments. This contractor-grade air hose is made from durable, oil and abrasion-resistant rubber that withstands harsh conditions while retaining flexibility, even in temperatures as low as 30 degrees F. With a maximum working pressure of 300 PSI, it is compatible with most air compressors and pneumatic tools. The 1/4-in NPT fittings make for easy connection to quick-connect plugs and couplers (not included), while the 50-ft length provides ample reach. Ideal for automotive, garage, and workshop use, this air hose delivers reliable performance for professionals and DIY users alike.
50-ft hose designed for heavy-duty use in tough work environments, offering long-lasting durability
Retains flexibility even in temperatures as low as 30 degrees F, ensuring reliable performance in any weather
Made from durable rubber that resists abrasions and oil, extending the lifespan of the hose
Engineered to resist twisting and kinking, allowing for uninterrupted airflow and smoother operation
Equipped with 1/4-in male NPT threads that easily connect to quick-connect plugs and couplers (quick-connects not included)
Ideal for automotive, garage, and other workshop tasks requiring high-performance air tools
Handles up to 300 PSI, compatible with most air compressors and pneumatic tools
Operates in temperatures from 30 degrees F to 200 degrees F, making it suitable for year-round use
Lightweight design makes it easy to handle and position, even during long periods of use","Unit Velocity Code: B
Vendor Name: SHINING GOLDEN YIDA WELDING & 
Vendor Number: 54611
Web Order Multiple: 1
What's Included:  
Product Type Code: 016010101006
Sub-category: Air Hoses
Product Type Noun: Hose
Proposition 65 Flag: Y
Replacement Part SKUs:  
Retail Velocity Code: B
Sales Rank: 010
Product Group Description: AIR HOSE & COMPRESSOR ACC
Product Source Code: A
Shipping Code: Y
Store Availability Rank: 03
Accessory SKUs:  
Display Only Item: N
Dollar Velocity Code: A
Feature 10 Text: 
Feature 1 Text: 50-ft hose designed for heavy-duty use in tough work environments, offering long-lasting durability
Feature 2 Text: Retains flexibility even in temperatures as low as 30 degrees F, ensuring reliable performance in any weather
Feature 3 Text: Made from durable rubber that resists abrasions and oil, extending the lifespan of the hose
Feature 4 Text: Engineered to resist twisting and kinking, allowing for uninterrupted airflow and smoother operation
Feature 5 Text: Equipped with 1/4-in male NPT threads that easily connect to quick-connect plugs and couplers (quick-connects not included)
Feature 6 Text: Ideal for automotive, garage, and other workshop tasks requiring high-performance air tools
Feature 7 Text: Handles up to 300 PSI, compatible with most air compressors and pneumatic tools
Feature 8 Text: Operates in temperatures from 30 degrees F to 200 degrees F, making it suitable for year-round use
Feature 9 Text: Lightweight design makes it easy to handle and position, even during long periods of use
Assembly Code: N
Country Of Origin: CN
ISPU Only Item Flag: N
Item Restriction Flag: N
Category: Air Compressors and Tools
Merchandise Class Description: COMPRESSORS
Delivery Offered: Y
Department Number: 2
POS Sales Rank A: 2
POS Sales Rank B: 4
Online Sales 1Y: 3448
Online Sales 30D: 47
Online Sales 90D: 575
Store Availability Rank A: 3
Store Availability Rank B: 3
Sales Rank A: 10
Sales Rank B: 55
Product Type: Air Hose
Warranty Code: N
Paint Code: N
PLA Shipping Charge: 16
DIFM Service Code: N
Old Default Base SKU:  
Default Base SKU:  
Brand Name: Craftsman
Instore Promo Barcode: 
Instore Promo Dates: 
DS Customer Return Instructions:  
DS Return Additional Info:  
DS Store Return Instructions:  
DS Restocking Fee Percent: 0
DS Returnable Days:  
DS Returnable Flag:  
DS Return Auth Required:  
DS Return Shipping Terms:  
DS Free Returns Flag:  
DS Not Returnable Reason:  
PLA AK Shipping Charge: 91
PLA HI Shipping Charge: 91
Instore Promo Barcode 2: 
Instore Promo Dates 2: 
Product Warranty URL:  
Family Product Grouping Score: 0
Subscription Type:  
Parent Family Code:  
Family More Options Flag:  
Family Product Grouping:  
Subscription Default Frequency:  
Product Video 1: 9m0j3w
Search Field: Craftsman 50 ft. L X 3/8 in. D Rubber Air Hose 300 psi Black Air Compressors and Tools Air Hoses COMPRESSORS AIR HOSE & COMPRESSOR ACC SHINING GOLDEN YIDA WELDING & Craftsman  50__rexuom__ft 50__rexuom__feet 50__rexuom__foot 0.38__rexuom__in 3/8__rexuom__in 0.38__rexuom__inch 3/8__rexuom__inch  50x3/8 3/8x50 50x0.38 0.38x50
Proposition 65 Warning: This product can expose you to chemicals including lead,which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnin gs.ca.gov.
Weighted Rating: 7.2
Reviews: 28
Customer Rating: 5
Local SKU Available Stores: ALL
Local SKU Store SKUs: 1409267
Brand Name: CRAFTSMAN
Color: BLACK
Hose Length: 50 foot
Hose Material: Rubber
Interior Diameter: 3/8 inch
Maximum Operating Pressure: 300 pound per square inch"
Craftsman V20 2 Ah Lithium-Ion Starter Kit 3 pc,2834232,https://www.acehardware.com/departments/tools/power-tool-accessories/cordless-tool-battery-packs/2834232,CMCB202-2CK,885911561167,//cdn-tp3.mozu.com/24645-37138/cms/37138/files/86fdfab8-0620-415d-ad8a-15933383afe0?_mzcb=_1734044409153,Craftsman,Starter Kit,"V20 Starter Kit is compatible with the Craftsman V20 Max cordless power tool and outdoor tool lineup. The premium grade high performance cells provide improved power and long cycle life. Batteries and charger feature an LED charging indicator for battery charge rate feedback.
For heavy duty applications
3-led slate of charge
Resulting in an extended battery life
No memory and virtually no self-discharge
Protects battery cells for longevity","Assembly Code: N
Country Of Origin: MX
Delivery Offered: Y
Department Number: 2
Display Only Item: N
Dollar Velocity Code: A
Feature 1 Text: For heavy duty applications
Feature 2 Text: 3-led slate of charge
Feature 3 Text: Resulting in an extended battery life
ISPU Only Item Flag: N
Item Restriction Flag: N
Category: Power Tool Accessories
Merchandise Class Description: CONSUMER POWER TOOLS
Product Group Description: TOOL BATTERIES/CHARGERS
Product Source Code: A
Product Type: Starter Kit
Product Type Code: 016013401029
Sub-category: Cordless Tool Battery Packs
Product Type Noun: Kit
Proposition 65 Flag: N
Retail Velocity Code: A
Sales Rank: 001
Shipping Code: G
Store Availability Rank: 01
Unit Velocity Code: A
Vendor Name: BLACK AND DECKER US INC       
Vendor Number: 43945
Web Order Multiple: 1
Proposition 65 Warning:  
Search Field: Craftsman V20 2 Ah Lithium-Ion Starter Kit 3 pc Power Tool Accessories Cordless Tool Battery Packs CONSUMER POWER TOOLS TOOL BATTERIES/CHARGERS BLACK AND DECKER US INC Craftsman  3__rexuom__pc 3__rexuom__piece
What's Included: (2) CMCB202 V20 MAX 2.0 Ah Lithium Ion Battery and (1) V20 MAX Lithium Ion Charger
DIFM Service Code: N
Warranty Code: N
Old Default Base SKU:  
Paint Code: N
Default Base SKU:  
Customer Rating: 4.5
Reviews: 182
Feature 4 Text: No memory and virtually no self-discharge
Feature 5 Text: Protects battery cells for longevity
Accessory SKUs:  
Replacement Part SKUs:  
Weighted Rating: 6.9
Product Video 1: 0k7x7p
Brand Name: Craftsman
Local SKU Available Stores: ALL
Local SKU Store SKUs: 2834232
PSS Restriction: (AL01;AR01;CA01;CA02;FL02;GA01;GA02;IL01;NY01;OH02;TX03;PA01;WA01;WI01;)
PLA Shipping Charge: 16
Online Sales 1Y: 780269
Online Sales 30D: 222912
Online Sales 90D: 402843
Sales Rank A: 1
Sales Rank B: 1
Store Availability Rank A: 1
Store Availability Rank B: 1
POS Sales Rank A: 1
POS Sales Rank B: 1
DS Customer Return Instructions:  
DS Store Return Instructions:  
DS Return Additional Info:  
DS Restocking Fee Percent: 0
DS Returnable Days:  
DS Returnable Flag:  
DS Free Returns Flag:  
DS Not Returnable Reason:  
DS Return Auth Required:  
DS Return Shipping Terms:  
PLA AK Shipping Charge:  
PLA HI Shipping Charge:  
Product Warranty URL:  
Family Product Grouping Score: 0
Subscription Type:  
Subscription Default Frequency:  
Family More Options Flag:  
Family Product Grouping:  
Parent Family Code:  
Special Offers: Sale
Feature 10 Text: 
Feature 6 Text: 
Feature 7 Text: 
Feature 8 Text: 
Feature 9 Text: 
Sale Price Dates: 2024-12-03/2024-12-24
Instore Promo Barcode: 
Instore Promo Barcode 2: 
Instore Promo Dates: 
Instore Promo Dates 2: 
Battery Type: Lithium Ion
Brand Name: CRAFTSMAN
Charge Time: 60 minute (time unit)
Compatibility: Craftsman 20V MAX Cordless Power and Outdoor Tools
Minimum Operating Temperature:  -22 degree Fahrenheit
Number in Package: 3 piece
Packaging Type: Boxed
Volts: V20
Weight: 3.13 pound
System: V20
Charging Indicator Light: Yes
Amp Hours: 2 Ah
PriceListEntryType: badge;Badge_Sale_png"
Milwaukee 25 ft. L X 1 in. W Compact Wide Blade Magnetic Tape Measure 2 pk,2007442,https://www.acehardware.com/departments/tools/measure-and-marking-tools/tape-measures/2007442,48-22-1025MG,045242598380,//cdn-tp3.mozu.com/24645-37138/cms/37138/files/58187de5-f79d-4151-8c68-10ae37b66940?_mzcb=_1734044409153,Milwaukee,Magnetic Tape Measure,"Our 25 ft. Compact Wide Blade Magnetic Tape Measure has up to 15 ft. of reach and a magnet that easily attaches to EMT &amp;amp; steel studs. The tape is wear and impact-resistant with nylon blade protection and an additional anti-tear coating on the first 6 in. of the blade, reducing tape tear. Built to withstand the jobsite, the compact measuring tapes are constructed with a 5-point reinforced frame for impact resistance.
Anti-tear coating reinforces the first 6 in. of the tape blade
Nylon blade protection reduces tape tear
Impact-resistant 5-point reinforced frame
Finger stop delivers tape retraction control
2-sided printing for easy reading
Architectural scale
Wire form belt clip reduces pocket tearing
Lanyard-ready for quick and easy tethering
Magnet holds to EMT and steel studs","Sales Rank: 002
Unit Velocity Code: A
Vendor Name: MILWAUKEE ELECTRIC TOOL CORP  
Vendor Number: 37677
Web Order Multiple: 1
What's Included:  
Product Type Code: 016011201009
Sub-category: Tape Measures
Product Type Noun: Measure
Proposition 65 Flag: N
Replacement Part SKUs:  
Retail Velocity Code: A
Product Group Description: TAPE RULES
Product Source Code: A
Shipping Code: Y
Store Availability Rank: 02
Accessory SKUs: 2001660;2015306;2015307;2030481;2809770;2813780;7004988;8079614
Display Only Item: N
Dollar Velocity Code: A
Feature 10 Text: 
Feature 1 Text: Anti-tear coating reinforces the first 6 in. of the tape blade
Feature 2 Text: Nylon blade protection reduces tape tear
Feature 3 Text: Impact-resistant 5-point reinforced frame
Feature 4 Text: Finger stop delivers tape retraction control
Feature 5 Text: 2-sided printing for easy reading
Feature 6 Text: Architectural scale
Feature 7 Text: Wire form belt clip reduces pocket tearing
Feature 8 Text: Lanyard-ready for quick and easy tethering
Feature 9 Text: Magnet holds to EMT and steel studs
Assembly Code: N
Country Of Origin: CN
ISPU Only Item Flag: N
Item Restriction Flag: N
Category: Measure and Marking Tools
Merchandise Class Description: MEASURING TOOLS/REFILLS
Delivery Offered: Y
Department Number: 2
POS Sales Rank A: 1
POS Sales Rank B: 1
Online Sales 1Y: 49966
Online Sales 30D: 19616
Online Sales 90D: 22564
Store Availability Rank A: 2
Store Availability Rank B: 2
Sales Rank A: 2
Sales Rank B: 1
Warranty Code: N
Product Type: Magnetic Tape Measure
Paint Code: N
PLA Shipping Charge: 16
DIFM Service Code: N
Old Default Base SKU:  
Default Base SKU:  
Brand Name: Milwaukee
Instore Promo Barcode: 90254956
Instore Promo Dates: 6/1/2024;7/28/2024;
DS Customer Return Instructions:  
DS Return Additional Info:  
DS Store Return Instructions:  
DS Restocking Fee Percent: 0
DS Returnable Days:  
DS Returnable Flag:  
DS Return Auth Required:  
DS Return Shipping Terms:  
DS Free Returns Flag:  
DS Not Returnable Reason:  
PLA AK Shipping Charge: 36
PLA HI Shipping Charge: 36
Instore Promo Barcode 2: 
Instore Promo Dates 2: 
Product Warranty URL:  
Family Product Grouping Score: 0
Subscription Type:  
Parent Family Code:  
Family More Options Flag:  
Family Product Grouping:  
Subscription Default Frequency:  
Sale Price Dates: 2024-12-03/2024-12-24
Special Offers: Sale
Proposition 65 Warning:  
Search Field: Milwaukee 25 ft. L X 1 in. W Compact Wide Blade Magnetic Tape Measure 2 pk Measure and Marking Tools Tape Measures MEASURING TOOLS/REFILLS TAPE RULES MILWAUKEE ELECTRIC TOOL CORP Milwaukee  25__rexuom__ft 25__rexuom__feet 25__rexuom__foot 1__rexuom__in 1__rexuom__inch 2__rexuom__pk 2__rexuom__pack  25x1 1x25
Weighted Rating: 5.2
Reviews: 17
Customer Rating: 4.5
Local SKU Available Stores: ALL
Local SKU Store SKUs: 2007442
Belt Clip: Yes
Brand Name: Milwaukee
Case Material: Plastic
Color: Black/Red
Length: 25 foot
Lockable: Yes
Magnetic: Yes
Metric or SAE: SAE
Number in Package: 2 pack
Packaging Type: Carded
Style: Compact Wide Blade
Width: 1 inch
PriceListEntryType: badge;Badge_Sale_png"
Crescent Wiss 9-3/4 in. Stainless Steel Left Compound Action Aviation Snips 18 Ga. 1 pk,21983,https://www.acehardware.com/departments/tools/hand-tools/snips/21983,M1R,037103580122,//cdn-tp3.mozu.com/24645-37138/cms/37138/files/f6d6e27e-b86b-47ad-b189-38a1c26aba64?_mzcb=_1734044409153,Crescent,Compound Action Aviation Snips,"Crescent Wiss has taken the Aviation Snip to the next level with the advanced Metal Master Aviation Snips. The precision-cast molybdenum blades have CNC-ground serrations which allow for more uniform serrations that provide a cleaner cut every time. They feature extended pivot bolt life due to the superior free-float design. The spring-action design allows for fast, effortless feed. The all-new latch design provides ergonomic single-handed operation for left or right handed users. New extended non-slip handle grips give users better control while cutting. The new generation of Crescent Wiss Metal Master will cut over 8 miles of steel and feature up to 10 times longer cut life than traditional Aviation Snips. They are available in left/straight cut, right/straight cut and straight cut.
Ergonomic, single material non-slip handle grips provide easy cleaning with built-in hang hole for convenient storage
Cuts left from tight curves to straight with red handles for quick identification
Made in the USA
Cuts up to 18 gauge low carbon, rolled steel
Tested up to 500,000 cuts, engineered for superior cutting performance
Superior design requires 20% less force to cut
Ultra durable pivot bolt design provides a longer cutting life
Precision ground, serrated blades allow for enhanced material control
Spring loaded return for easy use
Single-handed latch operation for left or right-handed use","What's Included:  
Accessory SKUs:  
Feature 10 Text: Ergonomic, single material non-slip handle grips provide easy cleaning with built-in hang hole for convenient storage
Feature 1 Text: Cuts left from tight curves to straight with red handles for quick identification
Feature 2 Text: Made in the USA
Feature 3 Text: Cuts up to 18 gauge low carbon, rolled steel
Feature 4 Text: Tested up to 500,000 cuts, engineered for superior cutting performance
Feature 5 Text: Superior design requires 20% less force to cut
Feature 6 Text: Ultra durable pivot bolt design provides a longer cutting life
Feature 7 Text: Precision ground, serrated blades allow for enhanced material control
Feature 8 Text: Spring loaded return for easy use
Feature 9 Text: Single-handed latch operation for left or right-handed use
Product Type Noun: Snips
Replacement Part SKUs:  
Sales Rank: 025
Store Availability Rank: 01
Store Availability Rank A: 1
Store Availability Rank B: 1
Sales Rank A: 24
Sales Rank B: 35
Online Sales 1Y: 843
Online Sales 30D: 119
Online Sales 90D: 346
POS Sales Rank A: 2
POS Sales Rank B: 3
Product Group Description: SNIPS
Product Source Code: B
Product Type: Compound Action Aviation Snips
Product Type Code: 016010201012
Sub-category: Snips
Paint Code: N
PLA Shipping Charge: 16
Default Base SKU:  
Delivery Offered: Y
Department Number: 2
DIFM Service Code: N
Display Only Item: N
Dollar Velocity Code: A
Shipping Code: Y
Retail Velocity Code: A
Proposition 65 Flag: N
Sub Brand: Wiss
Unit Velocity Code: A
Vendor Name: APEX TOOL GROUP INC           
Vendor Number: 14610
Warranty Code: N
Web Order Multiple: 1
Instore Promo Barcode: 
Instore Promo Dates: 
ISPU Only Item Flag: N
Item Restriction Flag: N
Category: Hand Tools
Merchandise Class Description: SNIPS/BOLT CUTTERS/HVAC
Old Default Base SKU:  
Assembly Code: N
Brand Name: Crescent
Country Of Origin: US
DS Store Return Instructions:  
DS Customer Return Instructions:  
DS Return Additional Info:  
DS Restocking Fee Percent: 0
DS Returnable Days:  
DS Returnable Flag:  
DS Return Auth Required:  
DS Return Shipping Terms:  
DS Free Returns Flag:  
DS Not Returnable Reason:  
Product Video 1: 2y1e2c
PLA AK Shipping Charge: 27
PLA HI Shipping Charge: 27
Instore Promo Barcode 2: 
Instore Promo Dates 2: 
Product Warranty URL:  
Family Product Grouping Score: 0
Subscription Type:  
Subscription Default Frequency:  
Family More Options Flag:  
Family Product Grouping:  
Parent Family Code:  
Search Field: Crescent Wiss 9-3/4 in. Stainless Steel Left Compound Action Aviation Snips 18 Ga. 1 pk Hand Tools Snips SNIPS/BOLT CUTTERS/HVAC SNIPS APEX TOOL GROUP INC Crescent Wiss 9.75__rexuom__in 9-3/4__rexuom__in 9.75__rexuom__inch 9-3/4__rexuom__inch 1__rexuom__pk 1__rexuom__pack
Proposition 65 Warning:  
Local SKU Available Stores: ALL
Local SKU Store SKUs: 21983
Reviews: 2
Customer Rating: 5
Blade Length: 1-3/8 inch
Blade material: Stainless Steel
Brand Name: Crescent
Color: RED
Gauge Cutting Capacity: 18 Gauge
Jaw Opening: 1-3/8 inch
Number in Package: 1 pack
Overall Length: 9-3/4 inch
Packaging Type: Carded
Style: Left
Sub Brand: Wiss"
Dremel 1 in. Metal/Cloth Polishing Wheel 1 pk,2170462,https://www.acehardware.com/departments/tools/power-tool-accessories/multitool-accessories/2170462,423E,080596025847,//cdn-tp3.mozu.com/24645-37138/cms/37138/files/1e9c05b0-e203-496c-bb5d-313f39a78cdb?_mzcb=_1734044409153,Dremel,Polishing Wheel,"The Dremel EZ lock makes accessory changes easy as pull-twist-release. The one mandrel design simplifies the process of changing accessories. For use with the EZ402 EZ lock mandrel or standard 402 mandrel.
Compatible with both EZ402 EZ lock mandrel and standard 402 mandrel
Polish silverware to high luster
Also great for car detailing and restoring door and window hardware
First patented system of its kind","Accessory SKUs:  
Feature 10 Text: 
Feature 1 Text: Compatible with both EZ402 EZ lock mandrel and standard 402 mandrel
Feature 2 Text: Polish silverware to high luster
Feature 3 Text: Also great for car detailing and restoring door and window hardware
Feature 4 Text: First patented system of its kind
Feature 5 Text: 
Feature 6 Text: 
Feature 7 Text: 
Feature 8 Text: 
Feature 9 Text: 
Product Source Code: B
Product Type Noun: Wheel
Replacement Part SKUs:  
Sales Rank: 049
Unit Velocity Code: C
Store Availability Rank: 01
What's Included:  
Store Availability Rank A: 1
Store Availability Rank B: 1
Sales Rank A: 49
Sales Rank B: 100
POS Sales Rank A: 15
POS Sales Rank B: 23
Online Sales 1Y: 188
Online Sales 30D: 0
Online Sales 90D: 8
Paint Code: N
PLA Shipping Charge: 16
Default Base SKU:  
Delivery Offered: Y
Department Number: 2
DIFM Service Code: N
Display Only Item: N
Dollar Velocity Code: C
Product Group Description: ROTARY TOOL ACCESS
Product Type: Polishing Wheel
Product Type Code: 016013401011
Sub-category: Multitool Accessories
Shipping Code: Y
Retail Velocity Code: C
Proposition 65 Flag: N
Vendor Name: ROBERT BOSCH TOOL CORP        
Vendor Number: 07423
Warranty Code: N
Web Order Multiple: 1
Instore Promo Barcode: 
Instore Promo Dates: 
ISPU Only Item Flag: N
Item Restriction Flag: N
Category: Power Tool Accessories
Merchandise Class Description: HOBBY/CRAFT TOOLS
Old Default Base SKU:  
Application: Sanding
Assembly Code: N
Battery Recycling Flag: Y
Brand Name: Dremel
Country Of Origin: DE
DS Store Return Instructions:  
DS Customer Return Instructions:  
DS Return Additional Info:  
DS Restocking Fee Percent: 0
DS Returnable Days:  
DS Returnable Flag:  
DS Return Auth Required:  
DS Return Shipping Terms:  
DS Free Returns Flag:  
DS Not Returnable Reason:  
PLA AK Shipping Charge: 25
PLA HI Shipping Charge: 25
Instore Promo Barcode 2: 
Instore Promo Dates 2: 
Product Warranty URL:  
Family Product Grouping Score: 0
Subscription Default Frequency:  
Subscription Type:  
Parent Family Code:  
Family More Options Flag:  
Family Product Grouping:  
Search Field: Dremel 1 in. Metal/Cloth Polishing Wheel 1 pk Power Tool Accessories Multitool Accessories HOBBY/CRAFT TOOLS ROTARY TOOL ACCESS ROBERT BOSCH TOOL CORP Dremel  1__rexuom__in 1__rexuom__inch 1__rexuom__pk 1__rexuom__pack
Proposition 65 Warning:  
Reviews: 175
Customer Rating: 4.5
Local SKU Available Stores: ALL
Local SKU Store SKUs: 2170462
Application: Sanding
Brand Name: Dremel
Compatibility: Compatible with All Dremel Rotary Tools
Material: Metal/Cloth
Number in Package: 1 pack
Packaging Type: Carded
Size: 1 inch"
