url,title,barcode,original_price,image_url
https://www.sainsburys.co.uk/gol-ui/product/brunswick-canadian-style-sardines-in-soya-oil-106g,,0066613037017,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-spaghetti-500g,,0000001167061,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-spaghetti--wholewheat-500g,,0000000033312,,
https://www.sainsburys.co.uk/gol-ui/product/hubbards-foodstore-spaghetti-1kg,,0000000359627,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-spaghetti-1kg,,0000003200452,,
https://www.sainsburys.co.uk/gol-ui/product/napolina-spaghetti-500g,,5000232024602,,
https://www.sainsburys.co.uk/gol-ui/product/de-cecco-spaghetti-500g,,8001250120120,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-deliciously-freefrom-spaghetti-500g,,0000000227421,,
https://www.sainsburys.co.uk/gol-ui/product/barilla-spaghetti-pasta-500g,,8076800195057,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-italian-quick-cook-spaghetti-500g,,0000000359023,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-pappardelle--taste-the-difference-500g-7795260-p-44,,0000000234313,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-bucatini-spaghetti-taste-the-difference-500g,,0000000359597,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-spaghetti--organic-500g,,0000001189506,,
https://www.sainsburys.co.uk/gol-ui/product/napolina-wholewheat-spaghetti-500g,,5000232831316,,
https://www.sainsburys.co.uk/gol-ui/product/barilla-gluten-free-spaghetti-n5-400g,,8076809545440,,
https://www.sainsburys.co.uk/gol-ui/product/napolina-spaghetti-1kg-7974491-p-44,,5000232823267,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-italian-vermicelli-500g,,0000000666695,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-wholegrain-spelt-spaghetti-500g,,0000000126816,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-wholewheat-spaghetti--organic-500g,,0000001277661,,
https://www.sainsburys.co.uk/gol-ui/product/lubella-little-squares-pasta-250g,,5900049011119,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-spaghetti-3kg-7650190-p-44,,0000000126663,,
https://www.sainsburys.co.uk/gol-ui/product/tuscanini-spaghetti-pasta-454g,,0710069303201,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-lasagne-sheets-500g,,0000001066005,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-conchiglie-shells-500g,,0000000321570,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-roasted-vegetable-lasagne-taste-the-difference-400g,,0000000440479,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-wholewheat-lasagne-500g,,0000000126502,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-cannelloni-250g,,0000001111095,,
https://www.sainsburys.co.uk/gol-ui/product/sainsburys-deliciously-freefrom-lasagne-sheets-250g,,0000000230803,,
https://www.sainsburys.co.uk/gol-ui/product/barilla-lasagne-pasta-500g,,8076809523738,,
https://www.sainsburys.co.uk/gol-ui/product/sacla-freefrom-basil-pesto-190g,,8001060024649,,
https://www.sainsburys.co.uk/gol-ui/product/heinz-tomato-ketchup-300ml,,0000050157655,,
https://www.sainsburys.co.uk/gol-ui/product/tabasco-pepper-sauce-57ml,,0011210115255,,
https://www.sainsburys.co.uk/gol-ui/product/yutaka-tamari-soy-sauce--organic-150ml,,5014276308505,,
https://www.sainsburys.co.uk/gol-ui/product/blue-dragon-sqz-sweet-chilli-sauce-380g,,5010338015886,,
https://www.sainsburys.co.uk/gol-ui/product/nandos-medium-peri-peri-sauce-125ml,,6003770000953,,
https://www.sainsburys.co.uk/gol-ui/product/kikkoman-naturally-brewed-tamari-soy-sauce--gluten-free-250ml,,8715035150300,,
https://www.sainsburys.co.uk/gol-ui/product/sacla-vegan-tomato-pesto-%E2%80%93-allergy-update-190g,,8001060024823,,
https://www.sainsburys.co.uk/gol-ui/product/heinz-vegan-mayo-775g,,8715700123691,,
https://www.sainsburys.co.uk/gol-ui/product/sweet-baby-rays-original-bbq-sauce-510g,,5060440350009,,
https://www.sainsburys.co.uk/gol-ui/product/nandos-peri-peri-marinade--medium-270g,,6003770007099,,
https://www.sainsburys.co.uk/gol-ui/product/nandos-garlic-peri-peri-sauce-125ml,,6003770000199,,
https://www.sainsburys.co.uk/gol-ui/product/nandos-lemon---herb-peri-peri-sauce-125ml,,6003770002407,,
https://www.sainsburys.co.uk/gol-ui/product/tracklements-recipe-no-24-creamy-tartare-sauce-160g,,5019378000180,,
https://www.sainsburys.co.uk/gol-ui/product/tracklements-recipe-no-2-caramelised-onion-marmalade-210g,,5019378002375,,
https://www.sainsburys.co.uk/gol-ui/product/blue-dragon-reduced-sugar-thai-sweet-chilli-sauce-380g-7759308-p,,5010338071134,,
https://www.sainsburys.co.uk/gol-ui/product/tracklements-recipe-no-71-apple-cider-brandy-chutney-200g,,5019378003112,,
https://www.sainsburys.co.uk/gol-ui/product/tabasco-mild-green-pepper-sauce-57ml,,5000347040023,,
https://www.sainsburys.co.uk/gol-ui/product/tracklements-recipe-no-17-indian-mango-chutney-210g,,5019378000487,,
https://www.sainsburys.co.uk/gol-ui/product/nandos-hot-peri-peri-sauce-125ml,,6003770000519,,
https://www.sainsburys.co.uk/gol-ui/product/baxters-sauerkraut-fermented-cabbage-480g,,5012427642102,,
https://www.sainsburys.co.uk/gol-ui/product/hendersons-relish-284ml,,5021016990999,,
https://www.sainsburys.co.uk/gol-ui/product/baking-buddy-pumpkin-425g,,5060638520184,,
https://www.sainsburys.co.uk/gol-ui/product/tracklements-recipe-no-54-tomato-chilli-chutney-190g,,5019378002290,,
https://www.sainsburys.co.uk/gol-ui/product/inferno-horseradish-cream-sauce-170g,,5060101160183,,
https://www.sainsburys.co.uk/gol-ui/product/tracklements-recipe-no-14-particularly-british-piccalilli-170g,,5019378001255,,
https://www.sainsburys.co.uk/gol-ui/product/nandos-xxhot-peri-peri-sauce-125g,,6003770002520,,
https://www.sainsburys.co.uk/gol-ui/product/gran-luchito-chipotle-chilli-paste-100g,,0000096117156,,
